sample, xsec [pb], xsec_err [pb]
Signal_1-0_1-0_0-4.0, 0.22146187527883285, 0.0002627946794920083
Signal_1-5_0-15_0-15.0, 0.0035241830074205023, 4.293077573952289e-06
Signal_1-5_0-15_0-4.0, 0.011112130562873409, 1.3625351447923619e-05
Signal_1-0_0-9_0-08.0, 0.009117813995358784, 1.0799267660899698e-05
Signal_1-0_1-0_0-7.0, 0.6298475294335039, 0.0007477859089241873
Signal_1-0_1-0_0-2.0, 0.0568785635512168, 6.75344826278549e-05
Signal_1-5_0-15_0-2.0, 0.005427732989102204, 6.604919588365809e-06
Signal_1-5_0-15_0-6.0, 0.013853118253095957, 1.703776484357253e-05
Signal_1-5_0-15_0-5.0, 0.012728196710223691, 1.5643433206234403e-05
Signal_1-0_1-0_0-8.0, 0.7925580281046792, 0.0009434883793077214
Signal_1-5_0-15_0-8.0, 0.015514980209355602, 1.900027272564991e-05
Signal_1-5_0-15_0-7.0, 0.014643947170076927, 1.8060293503501417e-05
Signal_1-0_0-4_0-5.0, 0.24167058174395445, 0.00032849080557544296
Signal_1-0_0-5_0-4.0, 0.1830535983645816, 0.00021755433200720088
Signal_1-0_0-5_0-6.0, 0.3514350181651496, 0.0004188830160254205
Signal_1-0_0-5_0-7.0, 0.4402508501323155, 0.0005240633603858107
Signal_1-0_0-6_0-1.0, 0.013237022216958301, 1.5583286324844944e-05
Signal_1-0_0-6_0-15.0, 0.02964916537164094, 3.526998738552752e-05
Signal_1-0_0-6_0-08.0, 0.008489871271303028, 1.012196844002671e-05
Signal_1-0_0-5_0-9.0, 0.6000758986307116, 0.000716571310037474
Signal_1-0_0-5_0-8.0, 0.5210380532560905, 0.0006219228654386291
Signal_1-0_0-7_0-08.0, 0.008650436270534755, 1.0303665067961174e-05
Signal_1-0_0-6_1-0.0, 0.8227253651271109, 0.0009742283784862382
Signal_1-0_0-7_0-15.0, 0.030312056656060196, 3.60428431581272e-05
Signal_1-0_0-6_0-2.0, 0.052116661947051994, 6.121321958274551e-05
Signal_1-0_0-6_0-8.0, 0.6051006504354198, 0.0007195554975781892
Signal_1-0_0-6_0-5.0, 0.2847784374326751, 0.00033187842996023226
Signal_1-0_0-6_0-7.0, 0.49756734697311894, 0.0005910518997683934
Signal_1-0_0-6_0-6.0, 0.3896967948329534, 0.0004574724650479444
Signal_1-0_0-7_0-5.0, 0.30290186096638005, 0.0003606663503684252
Signal_1-0_0-6_0-3.0, 0.11360102671573685, 0.00013504240880374366
Signal_1-0_0-6_0-9.0, 0.7128520930978193, 0.0008468236134275526
Signal_1-0_0-6_0-4.0, 0.19251430294304847, 0.0002322587441319819
Signal_1-0_0-7_0-6.0, 0.4149332605205908, 0.0004954523424769954
Signal_1-0_0-8_0-08.0, 0.008830743917303752, 1.0520288047320406e-05
Signal_1-0_0-7_0-7.0, 0.5407667447090032, 0.0006440320854592508
Signal_1-0_0-7_0-2.0, 0.05326119363929681, 6.342716874690233e-05
Signal_1-0_0-7_0-3.0, 0.116850362097921, 0.00013929068508508822
Signal_1-0_0-7_0-4.0, 0.2007540091095674, 0.00023957952720321751
Signal_1-0_0-7_0-8.0, 0.6711340255075036, 0.0007980164232382371
Signal_1-0_0-8_0-5.0, 0.3187346113312488, 0.00037931155109067837
Signal_1-0_0-7_1-0.0, 0.9266407407001103, 0.001106104791637458
Signal_1-0_0-8_0-1.0, 0.013690468973721837, 1.6364589545066683e-05
Signal_1-0_0-8_0-15.0, 0.030668973953090154, 3.6662826152450245e-05
Signal_1-0_0-8_0-2.0, 0.05454532702972457, 6.498922498544778e-05
Signal_1-0_0-7_0-9.0, 0.7932946738227914, 0.0009488516275009533
Signal_1-0_0-8_0-3.0, 0.12166432313039925, 0.00014450977222759531
Signal_1-0_0-08_0-6.0, 0.031551140997189454, 4.315003521515033e-05
Signal_1-0_0-1_0-7.0, 0.04842849958177006, 6.653603912543065e-05
Signal_1-0_0-3_0-9.0, 0.3320294442399955, 0.00045497698538238767
Signal_1-0_0-4_0-4.0, 0.1691303965935375, 0.00023170293509943617
Signal_1-0_0-4_0-3.0, 0.10396216447806114, 0.0001425480343397624
Signal_1-0_0-4_0-1.0, 0.013001194049646987, 1.7794973281205168e-05
Signal_1-0_0-4_1-0.0, 0.5288547047572723, 0.0006267159671668007
Signal_1-0_0-5_0-15.0, 0.029098825120744968, 3.459884472671064e-05
Signal_1-0_0-4_0-6.0, 0.3045778832680861, 0.0003927332815387176
Signal_1-0_0-3_0-8.0, 0.3050130441750998, 0.00041848309037886995
Signal_1-0_0-3_0-7.0, 0.2786965192339987, 0.0003790789301596489
Signal_1-0_0-2_1-0.0, 0.18247561137107818, 0.00025080078824286516
Signal_1-0_0-5_0-2.0, 0.05090650477155149, 6.052254949315337e-05
Signal_1-0_0-4_0-8.0, 0.4283179386662517, 0.0005081084508998367
Signal_1-0_0-3_0-08.0, 0.008285061524308595, 1.1347621071670978e-05
Signal_1-0_0-3_0-4.0, 0.14758058671004987, 0.00020105155793559984
Signal_1-0_0-4_0-15.0, 0.028557908523995455, 3.917529422691061e-05
Signal_1-0_0-3_0-15.0, 0.027963609461303714, 3.825421751574265e-05
Signal_1-0_0-3_0-6.0, 0.23795889353752891, 0.00032549373180258955
Signal_1-0_0-4_0-08.0, 0.008461771174664153, 1.1510480217669588e-05
Signal_1-0_0-3_0-2.0, 0.047186827518409094, 6.47649336477962e-05
Signal_1-0_0-2_0-9.0, 0.177371366185558, 0.00024278766420258663
Signal_1-0_0-2_0-4.0, 0.10689836445799301, 0.00014536064189083663
Signal_1-0_0-2_0-6.0, 0.1483518642388514, 0.000201572197830565
Signal_1-0_0-4_0-7.0, 0.36968485757700426, 0.000438745599405813
Signal_1-0_0-2_0-8.0, 0.1694295202415165, 0.00023190227494843203
Signal_1-0_0-4_0-9.0, 0.47633499454918754, 0.0005678928155797112
Signal_1-0_0-2_0-2.0, 0.04322453543822298, 5.860228686049831e-05
Signal_1-0_0-2_0-7.0, 0.15868594342220244, 0.0002175914364553501
Signal_1-0_0-2_0-5.0, 0.13087276303728143, 0.0001774730888876858
Signal_1-0_0-4_0-2.0, 0.04954425101543645, 6.79216926112229e-05
Signal_1-0_0-2_0-3.0, 0.07741025239247169, 0.00010508012412865643
Signal_1-0_0-08_0-3.0, 0.02741042505367847, 3.7100648721134415e-05
Signal_1-0_0-15_0-4.0, 0.0776200333280758, 0.00010522897648900561
Signal_1-0_0-15_0-8.0, 0.10413139855475255, 0.00014264597681925978
Signal_1-0_0-15_0-6.0, 0.09578272906058612, 0.0001304479804094143
Signal_1-0_0-15_0-3.0, 0.061298207601964354, 8.291909416809727e-05
Signal_1-0_0-08_0-4.0, 0.02991396704844022, 4.055667721032802e-05
Signal_1-0_0-15_0-7.0, 0.1014987322505533, 0.0001381075561048941
Signal_1-0_0-15_0-5.0, 0.08885284560213376, 0.00012052067949369966
Signal_1-0_0-1_0-8.0, 0.0496351134441441, 6.798106174870119e-05
Signal_1-0_0-1_0-6.0, 0.04724591155935137, 6.47840420867218e-05
Signal_1-0_0-15_0-08.0, 0.008363118837006552, 1.1259058084093855e-05
Signal_1-0_0-15_0-15.0, 0.02482002025000414, 3.356831703859402e-05
Signal_1-0_0-1_0-15.0, 0.02080457946032848, 2.7923514064116047e-05
Signal_1-0_0-15_0-9.0, 0.107520157250098, 0.00014716846965822882
Signal_1-0_0-15_1-0.0, 0.11062824996805073, 0.0001511270394571611
Signal_1-0_0-1_0-4.0, 0.04321683441010681, 5.8591716420654634e-05
Signal_1-0_0-15_0-2.0, 0.03822311175803501, 5.153464700936803e-05
Signal_1-0_0-15_0-1.0, 0.01256783873312047, 1.6932947335100827e-05
Signal_1-0_0-1_0-2.0, 0.02821783398487709, 3.802204223922973e-05
Signal_1-0_0-2_0-1.0, 0.01282974081648717, 1.7351077465791564e-05
Signal_1-0_0-2_0-08.0, 0.008379044992207532, 1.1344351497005147e-05
Signal_1-0_0-08_0-8.0, 0.03228506335608634, 4.4312150646488345e-05
Signal_1-0_0-2_0-15.0, 0.02678431496033437, 3.627998029689165e-05
Signal_1-0_0-08_0-7.0, 0.03235335249560323, 4.411992787914217e-05
Signal_1-0_0-08_0-9.0, 0.03317743554214192, 4.521067403495951e-05
Signal_1-0_0-1_0-9.0, 0.05118481095800428, 6.962142174583139e-05
Signal_1-0_0-08_0-2.0, 0.022414737650232445, 3.0105630805234793e-05
Signal_1-0_0-08_0-15.0, 0.017840483050549548, 2.381766237530104e-05
Signal_1-5_1-0_0-1.0, 2.34587477e-03, 1.82234444e-05
Signal_1-0_1-0_1-0.0, 1.15928963e+00, 8.71350830e-03
Signal_1-5_0-4_1-0.0, 0.08030876278999217, 9.626508382406448e-05
Signal_1-5_1-0_0-2.0, 0.00917556582025514, 1.1368382491088597e-05
Signal_2-0_1-0_0-1.0, 5.52371937e-04, 4.44839662e-06
Signal_1-0_0-03_0-04.0, 0.0032035665182863875, 9.030714234709936e-06
Signal_1-0_0-03_0-06.0, 0.004356136632510584, 1.2527719018209032e-05
Signal_1-0_0-03_0-08.0, 0.004927817961490621, 1.4213007842105064e-05
Signal_1-0_0-03_0-15.0, 0.00499450384987645, 1.4870827351328737e-05
Signal_1-0_0-03_0-1.0, 0.0050977136597887785, 1.4829490342328877e-05
Signal_1-0_0-03_0-2.0, 0.0049090470661888, 1.4746014322552398e-05
Signal_1-0_0-03_0-3.0, 0.004795314623015978, 1.4536422645578794e-05
Signal_1-0_0-03_0-4.0, 0.004740687571243278, 1.443525606051779e-05
Signal_1-0_0-03_0-5.0, 0.0047255365082777495, 1.442143044522547e-05
Signal_1-0_0-03_0-6.0, 0.004708318810034937, 1.441720679260028e-05
Signal_1-0_0-03_0-7.0, 0.004782861432297207, 1.4518088526908027e-05
Signal_1-0_0-03_0-8.0, 0.00481936832874524, 1.4629077060522751e-05
Signal_1-0_0-03_0-9.0, 0.00483941659309769, 1.4687484866494773e-05
Signal_1-0_0-03_1-0.0, 0.004773501204010587, 1.4616332805961226e-05
Signal_1-0_0-05_0-04.0, 0.002791905342558348, 8.092436268526594e-06
Signal_1-0_0-05_0-06.0, 0.005143158862947251, 1.4896335709229141e-05
Signal_1-0_0-05_0-08.0, 0.0070870768960277575, 2.0746123686802036e-05
Signal_1-0_0-05_0-15.0, 0.010885846279416064, 3.234746050541127e-05
Signal_1-0_0-05_0-1.0, 0.008588403756552671, 2.5304349298653617e-05
Signal_1-0_0-05_0-2.0, 0.011569319223825286, 3.501806707788267e-05
Signal_1-0_0-05_0-3.0, 0.012282100248004739, 3.7422279240733084e-05
Signal_1-0_0-05_0-4.0, 0.01259338452936269, 3.844640169241705e-05
Signal_1-0_0-05_0-5.0, 0.012852557921131148, 3.9119688869444244e-05
Signal_1-0_0-05_0-6.0, 0.0128024385159922, 3.923552758779933e-05
Signal_1-0_0-05_0-7.0, 0.013044088871192011, 3.9711652799720435e-05
Signal_1-0_0-05_0-8.0, 0.013156848381081863, 4.009064276552035e-05
Signal_1-0_0-05_0-9.0, 0.013272259016390993, 4.035203015695154e-05
Signal_1-0_0-05_1-0.0, 0.013132031748437304, 4.025724377301923e-05
Signal_1-0_0-07_0-04.0, 0.0024952375924987506, 7.3746073516471744e-06
Signal_1-0_0-07_0-06.0, 0.005037032139131369, 1.491333159851898e-05
Signal_1-0_0-07_0-08.0, 0.007833256964255105, 7.347025256124047e-06
Signal_1-0_0-07_0-15.0, 0.015803967581126576, 1.4916257030066396e-05
Signal_1-0_0-07_0-1.0, 0.010537388442014359, 9.887007848392862e-06
Signal_1-0_0-07_0-2.0, 0.019010383499968534, 1.80703465344972e-05
Signal_1-0_0-07_0-3.0, 0.022384708140982604, 2.1336832728833436e-05
Signal_1-0_0-07_0-4.0, 0.023734347386654638, 2.27253351310156e-05
Signal_1-0_0-07_0-5.0, 0.0245113672061564, 2.3473526288056775e-05
Signal_1-0_0-07_0-6.0, 0.024538237824837113, 2.3740092535744027e-05
Signal_1-0_0-07_0-7.0, 0.025313232885602145, 2.427351355582526e-05
Signal_1-0_0-07_0-8.0, 0.02535101720144453, 2.4410509308258448e-05
Signal_1-0_0-07_0-9.0, 0.025617005159332674, 2.46644544630476e-05
Signal_1-0_0-07_1-0.0, 0.02537277261115192, 2.4656724072840073e-05
Signal_1-0_0-08_0-04.0, 0.0024330389064162318, 7.207671348022884e-06
Signal_1-0_0-08_0-06.0, 0.0049997604746866275, 1.489865910504055e-05
Signal_1-0_0-15_0-04.0, 0.0021916085063738242, 6.622436295335792e-06
Signal_1-0_0-15_0-06.0, 0.004814336218537296, 1.454988637615999e-05
Signal_1-0_0-1_0-04.0, 0.0023038604649960885, 6.919337487290351e-06
Signal_1-0_0-1_0-06.0, 0.004918140983926929, 1.4758170862777633e-05
Signal_1-0_0-2_0-04.0, 0.0021165567974834494, 6.462567458765524e-06
Signal_1-0_0-2_0-06.0, 0.0047401746026364535, 1.4448936780234733e-05
Signal_1-0_0-3_0-04.0, 0.002108559729084291, 6.4421725962060145e-06
Signal_1-0_0-3_0-06.0, 0.004739386006145169, 1.4452236840838977e-05
Signal_1-0_0-4_0-04.0, 0.002111757375134562, 6.4653984788496864e-06
Signal_1-0_0-4_0-06.0, 0.004735291489997205, 1.45022904054516e-05
Signal_1-0_0-5_0-04.0, 0.0021161842766859876, 6.490085619969041e-06
Signal_1-0_0-5_0-06.0, 0.0048550991826327595, 1.4752305534164489e-05
Signal_1-0_0-6_0-04.0, 0.0021492940284246263, 6.582920584683023e-06
Signal_1-0_0-6_0-06.0, 0.0047857942924595795, 1.472699819165745e-05
Signal_1-0_0-7_0-04.0, 0.00218943332599603, 6.706261597388318e-06
Signal_1-0_0-7_0-06.0, 0.004914275191698979, 1.5097374763757458e-05
Signal_1-0_0-8_0-04.0, 0.0022389018938187297, 6.851299630837436e-06
Signal_1-0_0-8_0-06.0, 0.005043172107643842, 1.5418294902002768e-05
Signal_1-0_0-9_0-04.0, 0.002247171019803266, 6.92712269394486e-06
Signal_1-0_0-9_0-06.0, 0.005088861625024271, 1.5620286450845743e-05
Signal_1-0_1-0_0-04.0, 0.0022827254125629966, 7.009554631163565e-06
Signal_1-0_1-0_0-06.0, 0.005180761198689321, 1.5844530002373606e-05
Signal_1-5_0-03_0-04.0, 0.0002848334867512853, 8.634805220549904e-07
Signal_1-5_0-03_0-06.0, 0.00043918003167710474, 1.3316381411166903e-06
Signal_1-5_0-03_0-08.0, 0.0005252430469353268, 1.6152986060380678e-06
Signal_1-5_0-03_0-15.0, 0.0006302715079394677, 1.983505425171119e-06
Signal_1-5_0-03_0-1.0, 0.0005714320214577436, 1.7786393994720156e-06
Signal_1-5_0-03_0-2.0, 0.0006607296068867546, 2.073951729722456e-06
Signal_1-5_0-03_0-3.0, 0.0006662541464361032, 2.1091997503609807e-06
Signal_1-5_0-03_0-4.0, 0.000692911236278299, 2.1664361779925434e-06
Signal_1-5_0-03_0-5.0, 0.0006933377143723767, 2.1782022608727577e-06
Signal_1-5_0-03_0-6.0, 0.0006978508585337314, 2.1971828876975682e-06
Signal_1-5_0-03_0-7.0, 0.0006985932785830014, 2.203363109198218e-06
Signal_1-5_0-03_0-8.0, 0.0006973806044600129, 2.2125377154340884e-06
Signal_1-5_0-03_0-9.0, 0.0007053198952317382, 2.2346309655764162e-06
Signal_1-5_0-03_1-0.0, 0.0007141644247939613, 2.259391701333765e-06
Signal_1-5_0-05_0-04.0, 0.0003060706816075015, 9.467551395583439e-07
Signal_1-5_0-05_0-06.0, 0.0005768301730157503, 5.643740297351425e-07
Signal_1-5_0-05_0-08.0, 0.0008364536254378945, 8.196397434009096e-07
Signal_1-5_0-05_0-15.0, 0.0014074091611837375, 1.3914182026547256e-06
Signal_1-5_0-05_0-1.0, 0.0010503386851944338, 1.0327447326576331e-06
Signal_1-5_0-05_0-2.0, 0.0016009773991504906, 1.5850310300034754e-06
Signal_1-5_0-05_0-3.0, 0.0017718810997466505, 1.758597344438496e-06
Signal_1-5_0-05_0-4.0, 0.0018398745331614963, 1.8292614823868322e-06
Signal_1-5_0-05_0-5.0, 0.0018864019270079927, 1.8723185164550376e-06
Signal_1-5_0-05_0-6.0, 0.0018657518965950286, 1.8757507814625587e-06
Signal_1-5_0-05_0-7.0, 0.0018978619938164107, 1.9028244275461577e-06
Signal_1-5_0-05_0-8.0, 0.0019250262877824017, 1.9269844896159246e-06
Signal_1-5_0-05_0-9.0, 0.0019481584827291513, 1.9500817041542433e-06
Signal_1-5_0-05_1-0.0, 0.0019521730307040695, 1.9628271061766546e-06
Signal_1-5_0-07_0-04.0, 0.0003098618925167044, 9.650299268262762e-07
Signal_1-5_0-07_0-06.0, 0.0006331193834358618, 6.227611068048348e-07
Signal_1-5_0-07_0-08.0, 0.0009957263737495176, 9.805498240730793e-07
Signal_1-5_0-07_0-15.0, 0.0021096826127039786, 2.0857250412385853e-06
Signal_1-5_0-07_0-1.0, 0.0013572728268234095, 1.3382879413324587e-06
Signal_1-5_0-07_0-2.0, 0.002621846083208087, 2.596447922017698e-06
Signal_1-5_0-07_0-3.0, 0.0031636213790829214, 3.1400322228874536e-06
Signal_1-5_0-07_0-4.0, 0.003352391009157289, 3.3657160543938168e-06
Signal_1-5_0-07_0-5.0, 0.0035461031445651187, 3.5285958078988588e-06
Signal_1-5_0-07_0-6.0, 0.0035878131892369447, 3.5960307088440365e-06
Signal_1-5_0-07_0-7.0, 0.003644316899485646, 3.6567934042257704e-06
Signal_1-5_0-07_0-8.0, 0.0036879888542796575, 3.7061349811954818e-06
Signal_1-5_0-07_0-9.0, 0.00373893176501607, 3.758535955330204e-06
Signal_1-5_0-07_1-0.0, 0.00382609825377902, 3.831036354759243e-06
Signal_1-5_0-08_0-04.0, 0.00030881238542723244, 9.669543981214048e-07
Signal_1-5_0-08_0-06.0, 0.0006470555765316217, 6.380416255940927e-07
Signal_1-5_0-15_0-04.0, 0.00030008876725990096, 9.548173554608398e-07
Signal_1-5_0-15_0-06.0, 0.0006794053212681466, 6.753273438594056e-07
Signal_1-5_0-1_0-04.0, 0.00030712173460204775, 9.65628932291297e-07
Signal_1-5_0-1_0-06.0, 0.0006666030329870854, 6.582202454110205e-07
Signal_1-5_0-2_0-04.0, 0.0003076784935496652, 9.697816007920937e-07
Signal_1-5_0-2_0-06.0, 0.0006894771719782744, 6.851794030053246e-07
Signal_1-5_0-3_0-04.0, 0.0003099391008142546, 9.779893069422714e-07
Signal_1-5_0-3_0-06.0, 0.000681395372778426, 6.861434367247739e-07
Signal_1-5_0-4_0-04.0, 0.0003162227739868195, 9.96430506272875e-07
Signal_1-5_0-4_0-06.0, 0.0006931621906859492, 6.971207600658219e-07
Signal_1-5_0-5_0-04.0, 0.0003179619549598276, 1.0059222110725746e-06
Signal_1-5_0-5_0-06.0, 0.0007130747986818994, 7.140740291899647e-07
Signal_1-5_0-6_0-04.0, 0.00032128173579467646, 1.0247558637808803e-06
Signal_1-5_0-6_0-06.0, 0.0007230314192211185, 7.290078500994604e-07
Signal_1-5_0-7_0-04.0, 0.0003351045142198062, 1.0654962557210578e-06
Signal_1-5_0-7_0-06.0, 0.0007503676240745715, 7.548089425296456e-07
Signal_1-5_0-8_0-04.0, 0.0003446023949400182, 1.102775762432897e-06
Signal_1-5_0-8_0-06.0, 0.0007826091569792892, 7.877563866346088e-07
Signal_1-5_0-9_0-04.0, 0.0003621123891773149, 1.1573490456917058e-06
Signal_1-5_0-9_0-06.0, 0.0008009230104877067, 8.159984467676465e-07
Signal_1-5_1-0_0-04.0, 0.0003615236152952347, 1.1675708003343995e-06
Signal_1-5_1-0_0-06.0, 0.000834181587221741, 8.426192847951109e-07
Signal_2-0_0-03_0-04.0, 4.917248509335957e-05, 1.5544127613264413e-07
Signal_2-0_0-03_0-06.0, 7.803345809003927e-05, 2.478779300117039e-07
Signal_2-0_0-03_0-08.0, 9.863000433670016e-05, 3.132893153222561e-07
Signal_2-0_0-03_0-15.0, 0.00012888334233374885, 4.115046402845752e-07
Signal_2-0_0-03_0-1.0, 0.00011072138214165603, 3.538743912960242e-07
Signal_2-0_0-03_0-2.0, 0.0001337309950250198, 4.3106599784669614e-07
Signal_2-0_0-03_0-3.0, 0.0001406627770349757, 6.607754363367342e-07
Signal_2-0_0-03_0-4.0, 0.0001420463097327338, 4.574895930568026e-07
Signal_2-0_0-03_0-5.0, 0.00014509740547404294, 5.320104561851955e-07
Signal_2-0_0-03_0-6.0, 0.00014429960087590754, 4.6519191994235404e-07
Signal_2-0_0-03_0-7.0, 0.00014476995432355195, 5.605991614108397e-07
Signal_2-0_0-03_0-8.0, 0.00014946260888094344, 4.970139117301113e-07
Signal_2-0_0-03_0-9.0, 0.00014897344823766977, 5.092282022379361e-07
Signal_2-0_0-03_1-0.0, 0.00015098624503333234, 4.904562915755672e-07
Signal_2-0_0-05_0-04.0, 5.826574929980448e-05, 1.857903379740223e-07
Signal_2-0_0-05_0-06.0, 0.00010979640611979389, 1.1148253343241039e-07
Signal_2-0_0-05_0-08.0, 0.00016046042519006278, 1.6340774113318647e-07
Signal_2-0_0-05_0-15.0, 0.0002859833940215835, 2.890447517264186e-07
Signal_2-0_0-05_0-1.0, 0.00020346139028627598, 2.077515160164514e-07
Signal_2-0_0-05_0-2.0, 0.00032789080789450694, 3.31964851314788e-07
Signal_2-0_0-05_0-3.0, 0.00036335966890357424, 3.704340897780927e-07
Signal_2-0_0-05_0-4.0, 0.00037602170284824796, 3.8521494644458524e-07
Signal_2-0_0-05_0-5.0, 0.0003860358060521433, 3.949306478245726e-07
Signal_2-0_0-05_0-6.0, 0.0003921240124447603, 4.0167718360418027e-07
Signal_2-0_0-05_0-7.0, 0.0003948215540922424, 4.0632596112452626e-07
Signal_2-0_0-05_0-8.0, 0.0004002139136141506, 4.123684842092301e-07
Signal_2-0_0-05_0-9.0, 0.0004077974540587549, 4.198596643206963e-07
Signal_2-0_0-05_1-0.0, 0.00041842431997403574, 4.2951879455534023e-07
Signal_2-0_0-07_0-04.0, 6.05036308903819e-05, 1.9449302349120406e-07
Signal_2-0_0-07_0-06.0, 0.00012591204352234753, 1.2737651970525431e-07
Signal_2-0_0-07_0-08.0, 0.00020007373999634742, 2.020148489114038e-07
Signal_2-0_0-07_0-15.0, 0.000430092556802358, 4.356139689557841e-07
Signal_2-0_0-07_0-1.0, 0.00027239169394977365, 2.7576653441820485e-07
Signal_2-0_0-07_0-2.0, 0.0005371898266520158, 5.449300712461123e-07
Signal_2-0_0-07_0-3.0, 0.0006458568325143015, 6.602116687257823e-07
Signal_2-0_0-07_0-4.0, 0.0006972495418253037, 7.146473730812955e-07
Signal_2-0_0-07_0-5.0, 0.0007288214479269778, 7.461413850359657e-07
Signal_2-0_0-07_0-6.0, 0.0007453038939617001, 7.656412562078785e-07
Signal_2-0_0-07_0-7.0, 0.0007612843109988809, 7.825784688006909e-07
Signal_2-0_0-07_0-8.0, 0.0007758188668807479, 7.987468059138898e-07
Signal_2-0_0-07_0-9.0, 0.0007929696154129501, 8.147277245332714e-07
Signal_2-0_0-07_1-0.0, 0.0008021220985857405, 8.288970970924313e-07
Signal_2-0_0-08_0-04.0, 6.226050298347828e-05, 1.9886871092038506e-07
Signal_2-0_0-08_0-06.0, 0.00013005328658579552, 1.315814394903644e-07
Signal_2-0_0-15_0-04.0, 6.458783051958118e-05, 2.0627809203121936e-07
Signal_2-0_0-15_0-06.0, 0.00013902929871749251, 1.4208152646572944e-07
Signal_2-0_0-1_0-04.0, 6.235608765894518e-05, 2.0084408681236332e-07
Signal_2-0_0-1_0-06.0, 0.0001350943831258952, 1.3698134583824864e-07
Signal_2-0_0-2_0-04.0, 6.414926986215917e-05, 2.0613588219609107e-07
Signal_2-0_0-2_0-06.0, 0.0001407098541213235, 1.4405428403321825e-07
Signal_2-0_0-3_0-04.0, 6.556839956885647e-05, 2.100401709276904e-07
Signal_2-0_0-3_0-06.0, 0.00014289376180879598, 1.4674439928800253e-07
Signal_2-0_0-4_0-04.0, 6.574412088187654e-05, 2.1283328264506964e-07
Signal_2-0_0-4_0-06.0, 0.00014517332561707257, 1.4969487184234155e-07
Signal_2-0_0-5_0-04.0, 6.718388130824465e-05, 2.1829120267178357e-07
Signal_2-0_0-5_0-06.0, 0.00015126200400676702, 1.5538098702089036e-07
Signal_2-0_0-6_0-04.0, 6.919957376746953e-05, 2.267000191923128e-07
Signal_2-0_0-6_0-06.0, 0.0001556596958938645, 1.6082332692841693e-07
Signal_2-0_0-7_0-04.0, 7.297606901852526e-05, 2.384988564273063e-07
Signal_2-0_0-7_0-06.0, 0.00016336104110118205, 1.6933770086859756e-07
Signal_2-0_0-8_0-04.0, 7.749575908734291e-05, 2.547150881293149e-07
Signal_2-0_0-8_0-06.0, 0.00017571603505355757, 1.819558200885024e-07
Signal_2-0_0-9_0-04.0, 8.449922438530461e-05, 2.7787413072785566e-07
Signal_2-0_0-9_0-06.0, 0.00019004552815553026, 2.667945137367982e-07
Signal_2-0_1-0_0-04.0, 8.757378582594561e-05, 2.877581845629359e-07
Signal_2-0_1-0_0-06.0, 0.00019959023544887305, 2.0729144885449301e-07
